Household_Size,Seasonal_Index,Garden_Area,Income_Level,Bathrooms,Appliances_Count,Rainfall,Temperature,Water_Price_Index,Daily_Liters_Used
,,133.0,114503.0,4.0,21.0,136.05,25.24,1.77,1027.0
3.0,0.7,38.0,62025.0,3.0,21.0,58.28,12.15,1.08,605.0
2.0,1.29,40.0,132341.0,1.0,16.0,87.81,11.3,1.0,657.0
2.0,0.94,68.0,68664.0,1.0,19.0,3.17,27.63,1.45,869.0
1.0,1.07,40.0,110545.0,4.0,9.0,55.57,32.3,1.75,516.0
7.0,1.58,12.0,91216.0,,12.0,192.92,26.89,,540.0
1.0,0.93,64.0,56547.0,1.0,9.0,89.77,36.21,,529.0
7.0,1.36,36.0,124186.0,1.0,17.0,193.91,25.6,,364.0
4.0,0.87,111.0,100863.0,1.0,23.0,124.16,22.98,0.59,785.0
5.0,1.56,122.0,113944.0,2.0,7.0,126.75,28.68,2.34,700.0
7.0,0.83,29.0,80408.0,4.0,11.0,112.16,14.86,0.56,717.0
1.0,1.1,59.0,116367.0,4.0,5.0,162.86,13.96,,161.0
2.0,1.14,132.0,132652.0,2.0,5.0,174.4,35.64,1.15,581.0
1.0,0.97,35.0,90663.0,3.0,7.0,152.38,31.74,0.73,360.0
6.0,1.26,88.0,102928.0,2.0,12.0,109.21,36.81,0.9,1071.0
3.0,1.14,148.0,79935.0,3.0,18.0,159.18,11.68,1.64,497.0
4.0,1.3,64.0,,1.0,9.0,173.99,31.7,1.17,424.0
4.0,1.12,86.0,108658.0,1.0,5.0,170.08,15.41,0.7,431.0
4.0,1.0,122.0,40085.0,4.0,18.0,32.06,34.76,1.2,1180.0
3.0,1.58,41.0,140408.0,4.0,24.0,143.69,17.43,1.94,474.0
5.0,0.81,,135375.0,4.0,18.0,21.57,27.37,0.89,1168.0
7.0,0.72,31.0,71413.0,4.0,10.0,190.93,16.74,1.12,391.0
2.0,1.04,54.0,66032.0,1.0,8.0,105.56,13.93,1.22,281.0
6.0,,121.0,50699.0,1.0,21.0,166.44,34.8,0.64,897.0
7.0,1.42,78.0,122127.0,2.0,8.0,48.01,34.93,1.53,1354.0
1.0,1.27,145.0,120435.0,2.0,15.0,198.91,15.42,1.22,227.0
4.0,0.86,128.0,87567.0,,,92.39,27.52,1.11,745.0
3.0,0.89,124.0,80892.0,3.0,22.0,151.78,25.43,0.92,597.0
4.0,1.53,142.0,35116.0,4.0,24.0,4.63,20.04,1.67,1198.0
5.0,1.25,56.0,107924.0,4.0,7.0,,19.11,2.41,336.0
3.0,0.81,81.0,135259.0,4.0,21.0,18.47,27.81,0.76,935.0
5.0,0.95,54.0,115971.0,2.0,13.0,61.94,17.38,2.31,557.0
1.0,1.14,42.0,23332.0,4.0,7.0,179.58,31.97,0.59,318.0
3.0,0.97,148.0,23659.0,2.0,14.0,47.78,18.82,1.37,879.0
1.0,0.76,142.0,149553.0,1.0,15.0,76.28,30.07,0.73,734.0
5.0,0.9,75.0,58417.0,4.0,20.0,83.03,35.06,2.26,903.0
4.0,0.83,3.0,27601.0,4.0,23.0,149.03,39.4,1.65,551.0
4.0,1.36,138.0,57052.0,1.0,19.0,178.43,20.99,0.68,530.0
5.0,1.23,113.0,86727.0,4.0,22.0,69.15,35.24,1.63,1048.0
6.0,1.43,149.0,85431.0,3.0,8.0,161.47,22.43,1.44,786.0
5.0,1.43,83.0,139181.0,2.0,5.0,10.61,25.18,1.42,1020.0
1.0,1.29,63.0,129779.0,3.0,8.0,53.67,24.19,1.84,462.0
3.0,1.11,58.0,141118.0,1.0,8.0,39.73,15.49,1.73,610.0
2.0,1.16,22.0,97814.0,2.0,21.0,43.92,26.56,1.35,610.0
5.0,0.88,2.0,54474.0,1.0,13.0,111.72,10.47,2.21,346.0
7.0,1.48,38.0,113309.0,1.0,21.0,179.3,37.01,2.43,771.0
2.0,1.1,21.0,140044.0,4.0,,,37.68,1.19,495.0
4.0,0.71,118.0,43065.0,4.0,23.0,104.51,11.46,1.82,697.0
3.0,0.8,134.0,45739.0,1.0,16.0,101.84,27.81,0.74,768.0
2.0,1.07,51.0,40863.0,2.0,13.0,128.55,20.08,,
3.0,0.82,125.0,49320.0,2.0,13.0,181.17,37.55,1.35,519.0
7.0,1.48,111.0,28876.0,4.0,13.0,79.92,12.06,1.13,1042.0
3.0,1.57,29.0,97527.0,1.0,14.0,180.92,25.25,1.15,309.0
4.0,1.0,137.0,90152.0,4.0,23.0,96.56,12.87,1.52,769.0
7.0,1.03,115.0,,1.0,20.0,158.15,17.57,1.45,772.0
1.0,1.41,51.0,60544.0,3.0,9.0,193.87,25.94,1.88,54.0
6.0,0.81,16.0,96411.0,2.0,22.0,43.02,10.55,2.1,596.0
4.0,0.92,21.0,35504.0,1.0,16.0,112.83,21.17,0.82,458.0
5.0,1.13,30.0,129934.0,3.0,,99.77,21.05,,545.0
1.0,0.98,134.0,142989.0,3.0,10.0,58.51,31.66,2.25,752.0
1.0,0.92,30.0,,3.0,16.0,123.49,29.76,1.8,267.0
1.0,1.45,124.0,62919.0,4.0,15.0,43.76,38.89,1.65,903.0
,1.14,122.0,77786.0,,6.0,156.78,25.37,1.79,675.0
4.0,0.79,90.0,55693.0,3.0,24.0,189.16,,1.73,553.0
2.0,1.49,61.0,122739.0,3.0,18.0,95.2,13.64,1.91,490.0
1.0,1.1,133.0,83080.0,3.0,10.0,167.28,38.96,0.98,527.0
7.0,0.8,22.0,136178.0,1.0,10.0,182.33,32.08,2.4,544.0
6.0,0.81,96.0,140419.0,2.0,21.0,,31.37,2.0,830.0
3.0,1.41,38.0,53132.0,2.0,5.0,116.01,35.03,1.59,510.0
2.0,0.79,9.0,99401.0,4.0,7.0,118.79,19.8,2.13,171.0
6.0,0.72,21.0,24951.0,3.0,,88.96,16.34,1.47,525.0
3.0,1.3,116.0,118827.0,3.0,6.0,1.67,17.69,0.81,964.0
3.0,1.48,8.0,125973.0,3.0,9.0,,34.81,1.69,253.0
4.0,1.19,58.0,58762.0,1.0,13.0,161.28,35.6,0.76,670.0
4.0,1.07,139.0,88580.0,1.0,15.0,158.66,35.75,2.4,711.0
1.0,1.49,105.0,43548.0,1.0,24.0,,35.72,0.6,874.0
4.0,1.32,31.0,105844.0,1.0,17.0,8.25,22.32,1.44,801.0
1.0,1.27,110.0,,3.0,5.0,93.96,12.11,2.45,298.0
1.0,0.87,101.0,138455.0,2.0,12.0,131.46,36.03,1.81,521.0
6.0,0.72,124.0,60870.0,4.0,13.0,17.7,11.79,1.17,991.0
3.0,1.57,111.0,83580.0,2.0,18.0,158.69,31.16,1.36,574.0
4.0,0.77,53.0,74633.0,4.0,10.0,166.83,39.45,0.54,661.0
6.0,1.02,16.0,103168.0,3.0,22.0,44.85,27.62,2.07,888.0
7.0,1.59,115.0,76398.0,2.0,18.0,91.9,33.69,0.91,1069.0
6.0,1.48,40.0,58990.0,1.0,22.0,5.23,34.61,1.19,1273.0
5.0,1.33,99.0,26449.0,2.0,6.0,12.54,34.55,1.93,1058.0
1.0,1.23,110.0,113054.0,2.0,15.0,73.29,24.76,0.6,642.0
1.0,1.57,101.0,27382.0,3.0,19.0,127.29,16.16,1.17,403.0
6.0,0.76,2.0,124975.0,3.0,5.0,126.49,22.16,1.13,569.0
3.0,0.98,51.0,102018.0,4.0,9.0,48.32,,2.0,696.0
6.0,1.12,39.0,133978.0,1.0,14.0,,29.37,1.37,490.0
5.0,1.23,81.0,44700.0,2.0,13.0,72.03,10.13,1.38,803.0
4.0,1.0,44.0,130114.0,3.0,8.0,51.4,14.7,2.18,524.0
3.0,1.06,31.0,57335.0,4.0,19.0,,15.17,0.99,406.0
5.0,1.39,112.0,48756.0,3.0,24.0,29.38,37.44,0.75,1305.0
2.0,1.28,117.0,113122.0,,5.0,154.45,17.55,2.36,183.0
5.0,1.01,143.0,74797.0,3.0,11.0,68.18,11.35,1.09,861.0
,0.88,53.0,65264.0,1.0,20.0,,20.93,1.4,505.0
4.0,1.55,26.0,145234.0,2.0,19.0,29.51,35.7,1.29,982.0
2.0,1.47,83.0,94024.0,2.0,9.0,2.9,36.11,1.14,883.0
4.0,0.82,22.0,109360.0,3.0,13.0,129.85,13.87,0.98,422.0
3.0,1.23,68.0,59148.0,1.0,14.0,120.27,10.08,0.89,444.0
2.0,1.46,108.0,46331.0,4.0,8.0,175.37,,1.36,566.0
3.0,1.35,39.0,127529.0,4.0,12.0,157.39,10.11,1.08,274.0
2.0,1.01,93.0,30358.0,1.0,8.0,65.01,13.99,1.94,497.0
6.0,1.23,133.0,115305.0,2.0,11.0,141.06,14.07,1.02,640.0
2.0,0.97,40.0,107838.0,1.0,16.0,78.35,11.31,0.85,341.0
6.0,1.31,87.0,122892.0,3.0,5.0,11.9,10.36,1.67,883.0
4.0,0.85,9.0,83212.0,4.0,20.0,76.76,22.38,1.0,
4.0,0.89,119.0,123889.0,3.0,15.0,,37.54,1.39,817.0
6.0,0.8,91.0,,2.0,9.0,63.63,16.73,2.16,733.0
5.0,1.28,29.0,58185.0,4.0,10.0,21.63,15.33,2.29,784.0
7.0,1.05,47.0,91139.0,3.0,18.0,39.78,34.95,2.43,1065.0
1.0,1.11,52.0,90354.0,3.0,16.0,8.93,,1.21,577.0
6.0,1.14,98.0,80654.0,3.0,12.0,49.98,13.44,1.86,930.0
2.0,1.6,60.0,119694.0,4.0,,154.76,38.49,1.36,650.0
3.0,1.34,131.0,134959.0,4.0,24.0,175.99,12.39,1.18,355.0
2.0,1.6,80.0,139391.0,1.0,20.0,185.4,21.04,0.73,287.0
3.0,1.17,0.0,91101.0,3.0,20.0,51.73,11.38,2.22,397.0
5.0,1.54,129.0,138686.0,1.0,18.0,71.98,13.5,1.75,870.0
4.0,1.5,94.0,41292.0,2.0,24.0,190.65,18.36,2.03,422.0
,0.83,37.0,118458.0,3.0,8.0,69.97,16.46,1.12,808.0
3.0,1.35,40.0,106442.0,1.0,6.0,111.14,32.0,1.71,507.0
2.0,0.95,80.0,120764.0,1.0,19.0,136.77,33.32,0.99,342.0
1.0,1.19,64.0,78446.0,4.0,8.0,17.42,17.69,1.04,715.0
2.0,1.48,146.0,88694.0,3.0,12.0,187.55,10.01,1.78,346.0
4.0,1.13,111.0,136908.0,1.0,13.0,,39.72,1.07,1140.0
6.0,1.25,98.0,120117.0,4.0,14.0,184.41,27.28,1.42,840.0
5.0,1.08,146.0,105216.0,2.0,12.0,72.5,35.51,0.68,1144.0
1.0,1.01,29.0,29190.0,3.0,14.0,191.92,14.67,1.88,33.0
5.0,1.28,0.0,94160.0,2.0,5.0,98.71,29.02,2.08,510.0
6.0,1.17,115.0,48350.0,3.0,22.0,74.52,16.01,0.85,1057.0
4.0,1.41,105.0,94205.0,3.0,,37.36,38.45,2.3,1215.0
,1.03,6.0,84952.0,2.0,17.0,137.32,14.35,2.2,298.0
5.0,0.72,126.0,126171.0,,7.0,34.0,34.82,1.54,1115.0
6.0,1.57,11.0,91376.0,1.0,,65.86,26.89,,1019.0
1.0,0.9,107.0,59385.0,2.0,10.0,181.28,32.27,2.08,331.0
3.0,1.29,82.0,119485.0,3.0,,168.88,14.58,2.19,318.0
5.0,1.1,2.0,115865.0,2.0,15.0,174.88,37.49,1.9,433.0
2.0,0.84,129.0,29269.0,4.0,11.0,144.25,11.24,2.34,311.0
5.0,0.8,50.0,97239.0,4.0,,19.61,35.35,0.77,1047.0
1.0,0.81,60.0,29637.0,1.0,6.0,127.99,18.55,1.94,167.0
3.0,0.91,24.0,36574.0,2.0,21.0,141.74,12.74,0.58,342.0
6.0,,136.0,113665.0,4.0,24.0,62.55,38.44,0.77,1243.0
6.0,0.86,127.0,111319.0,1.0,5.0,6.46,33.29,1.03,1184.0
6.0,1.48,37.0,71796.0,1.0,16.0,180.3,28.26,1.46,443.0
3.0,0.76,21.0,34175.0,,14.0,19.01,13.93,2.43,573.0
4.0,0.74,106.0,33798.0,3.0,14.0,79.76,12.5,2.1,651.0
5.0,1.08,55.0,133604.0,4.0,14.0,6.29,31.47,,1061.0
3.0,1.32,15.0,27868.0,3.0,15.0,52.48,24.82,0.82,594.0
1.0,1.47,117.0,95179.0,3.0,10.0,115.97,12.14,1.99,413.0
4.0,0.97,108.0,63258.0,2.0,19.0,172.05,10.73,2.27,301.0
4.0,1.45,144.0,99183.0,2.0,21.0,14.02,25.74,0.8,1030.0
6.0,1.1,58.0,,2.0,19.0,3.22,14.83,0.53,1014.0
5.0,0.73,83.0,88469.0,4.0,20.0,148.83,33.7,0.55,
7.0,1.36,55.0,,4.0,21.0,42.75,31.42,1.9,1246.0
3.0,0.77,9.0,73051.0,1.0,19.0,136.21,10.91,1.04,144.0
7.0,0.82,57.0,51390.0,2.0,22.0,166.35,34.04,1.54,773.0
5.0,1.6,90.0,29837.0,1.0,17.0,151.19,10.43,0.96,578.0
3.0,1.16,109.0,67914.0,,17.0,181.52,,2.41,497.0
,0.96,14.0,119621.0,2.0,16.0,149.46,18.21,1.79,313.0
7.0,1.11,11.0,121045.0,3.0,9.0,192.46,15.32,1.87,331.0
1.0,0.73,22.0,54409.0,4.0,7.0,85.77,35.4,2.18,434.0
1.0,0.83,147.0,107980.0,2.0,7.0,59.55,21.78,2.2,608.0
6.0,0.87,109.0,133627.0,1.0,8.0,156.88,25.95,1.08,636.0
6.0,1.49,75.0,39385.0,4.0,15.0,192.2,30.88,,750.0
1.0,1.26,11.0,127866.0,4.0,12.0,41.49,34.02,2.27,596.0
5.0,1.46,49.0,137708.0,2.0,6.0,166.83,,0.54,627.0
3.0,1.19,27.0,24136.0,1.0,12.0,177.42,14.32,2.02,133.0
1.0,1.34,121.0,94797.0,1.0,20.0,46.65,15.13,2.39,552.0
4.0,1.03,40.0,,3.0,16.0,44.85,31.83,,813.0
4.0,1.44,137.0,30400.0,3.0,14.0,35.42,16.02,1.99,962.0
1.0,1.01,114.0,101685.0,1.0,19.0,159.95,20.38,1.43,280.0
7.0,1.19,16.0,,1.0,21.0,22.72,36.33,1.86,1137.0
2.0,1.34,149.0,21269.0,4.0,13.0,74.51,23.28,0.69,843.0
3.0,0.85,76.0,31772.0,1.0,10.0,137.37,32.89,2.42,430.0
1.0,1.13,91.0,77889.0,1.0,22.0,105.3,19.06,1.46,490.0
4.0,0.88,,28646.0,2.0,22.0,140.48,21.95,1.07,602.0
1.0,1.31,68.0,110436.0,1.0,9.0,94.32,28.69,1.86,497.0
6.0,1.31,37.0,83753.0,3.0,11.0,19.32,15.89,1.49,894.0
3.0,0.82,124.0,39403.0,4.0,17.0,71.39,22.67,1.08,750.0
5.0,0.85,96.0,49968.0,2.0,7.0,190.66,15.05,1.1,391.0
2.0,1.32,61.0,73634.0,2.0,24.0,21.23,22.51,0.94,846.0
6.0,1.17,43.0,148177.0,2.0,23.0,101.63,20.55,0.69,771.0
,0.76,7.0,77608.0,2.0,,,24.66,1.55,695.0
5.0,0.82,93.0,141648.0,1.0,12.0,141.07,28.64,0.74,642.0
5.0,0.99,147.0,144517.0,1.0,11.0,177.27,29.85,2.17,1432.0
1.0,1.11,141.0,88244.0,3.0,11.0,,13.1,2.08,328.0
5.0,1.42,40.0,105473.0,3.0,23.0,79.82,13.44,0.72,768.0
3.0,0.74,107.0,64980.0,2.0,20.0,161.81,16.76,1.64,322.0
7.0,0.78,137.0,,1.0,13.0,139.05,29.27,1.83,999.0
6.0,1.47,139.0,127509.0,3.0,14.0,53.72,33.18,1.46,1263.0
5.0,1.49,52.0,131439.0,4.0,22.0,143.4,26.18,1.84,1334.0
5.0,0.8,61.0,146519.0,4.0,24.0,65.53,37.44,1.05,969.0
5.0,1.28,27.0,75192.0,,11.0,85.58,37.31,1.69,901.0
3.0,0.78,38.0,134003.0,3.0,15.0,82.79,22.81,1.19,624.0
2.0,1.49,69.0,33016.0,2.0,17.0,127.54,17.59,0.53,440.0
4.0,1.14,145.0,144647.0,2.0,5.0,40.68,14.6,1.77,798.0
5.0,1.6,127.0,67588.0,2.0,11.0,50.12,23.95,2.17,1042.0
1.0,0.81,28.0,144124.0,3.0,24.0,87.69,21.68,1.67,370.0
1.0,1.05,26.0,111962.0,2.0,23.0,22.56,37.12,1.26,676.0
7.0,1.39,93.0,81957.0,3.0,9.0,49.51,32.28,1.6,1128.0
6.0,0.97,60.0,139779.0,2.0,22.0,56.4,22.52,0.87,885.0
4.0,1.21,105.0,57265.0,3.0,20.0,199.43,23.48,2.38,395.0
1.0,1.03,102.0,93948.0,3.0,20.0,168.21,17.78,2.28,132.0
1.0,1.46,123.0,83217.0,1.0,9.0,127.67,39.31,1.32,634.0
5.0,1.15,28.0,,3.0,19.0,119.94,27.33,,734.0
6.0,1.51,,21462.0,4.0,24.0,39.49,28.92,0.64,1157.0
7.0,0.85,13.0,147039.0,1.0,13.0,134.11,16.84,2.17,462.0
4.0,1.51,35.0,145126.0,2.0,6.0,69.52,24.0,1.65,712.0
5.0,,78.0,85497.0,1.0,15.0,54.4,25.05,1.3,891.0
5.0,1.09,133.0,101268.0,4.0,,198.45,23.76,0.59,577.0
2.0,0.86,12.0,27951.0,2.0,14.0,163.13,37.0,1.9,199.0
5.0,1.36,60.0,124718.0,1.0,22.0,162.17,32.89,2.43,635.0
2.0,1.06,110.0,126818.0,3.0,24.0,168.96,16.29,2.17,339.0
1.0,0.97,53.0,65254.0,1.0,15.0,107.05,16.75,0.83,284.0
7.0,1.19,112.0,142374.0,,9.0,13.83,27.39,2.48,1166.0
1.0,1.4,74.0,109962.0,2.0,5.0,48.05,22.24,0.69,558.0
2.0,1.24,17.0,,4.0,20.0,130.6,39.91,2.29,527.0
,0.98,32.0,26772.0,4.0,14.0,167.31,24.36,1.54,358.0
7.0,0.99,98.0,47200.0,2.0,8.0,66.7,36.91,1.59,1074.0
4.0,0.94,27.0,,2.0,12.0,135.49,20.72,0.62,361.0
5.0,1.54,84.0,62598.0,1.0,9.0,11.3,17.79,2.18,965.0
1.0,0.75,24.0,141292.0,1.0,18.0,18.98,28.4,1.76,593.0
7.0,0.82,16.0,75371.0,3.0,14.0,163.07,20.14,2.43,490.0
1.0,1.57,95.0,108388.0,4.0,22.0,179.51,13.24,1.79,259.0
6.0,1.09,118.0,73309.0,3.0,13.0,,19.77,0.65,1108.0
1.0,0.71,104.0,131362.0,,7.0,122.17,22.73,1.58,546.0
6.0,1.59,5.0,74970.0,2.0,10.0,181.95,35.29,2.24,565.0
2.0,1.55,63.0,138222.0,2.0,,91.9,39.16,1.85,602.0
6.0,1.1,120.0,72057.0,2.0,,172.71,,1.16,730.0
4.0,1.48,108.0,49265.0,2.0,15.0,177.57,34.7,2.27,620.0
3.0,1.4,89.0,91116.0,2.0,24.0,144.42,23.41,1.23,523.0
6.0,1.12,72.0,110697.0,1.0,9.0,109.18,30.48,2.42,816.0
1.0,0.85,94.0,64115.0,3.0,24.0,49.06,11.95,2.44,402.0
6.0,1.56,126.0,88593.0,3.0,17.0,130.79,18.4,1.77,794.0
5.0,0.73,,64306.0,3.0,21.0,25.72,12.94,1.95,1059.0
5.0,1.29,66.0,20495.0,3.0,13.0,,24.96,1.74,909.0
3.0,1.24,138.0,69294.0,2.0,23.0,166.54,29.54,1.69,555.0
1.0,1.46,30.0,28997.0,4.0,7.0,13.18,32.95,,751.0
6.0,1.42,27.0,94807.0,2.0,13.0,9.02,36.82,0.85,
6.0,1.36,29.0,75565.0,2.0,17.0,43.16,11.49,1.61,834.0
4.0,1.11,76.0,128491.0,4.0,21.0,182.89,17.64,1.91,394.0
3.0,1.31,132.0,97506.0,2.0,6.0,10.55,39.89,0.75,1156.0
7.0,0.93,106.0,92573.0,2.0,20.0,148.06,17.92,1.8,1530.0
6.0,1.33,18.0,133768.0,1.0,17.0,24.07,24.68,0.7,892.0
7.0,0.91,21.0,122166.0,3.0,18.0,168.37,23.45,1.59,576.0
3.0,0.81,29.0,72409.0,3.0,14.0,72.93,35.38,1.47,734.0
6.0,1.59,147.0,41751.0,4.0,22.0,112.56,30.98,2.1,1153.0
5.0,0.76,68.0,34678.0,1.0,12.0,182.56,19.54,1.29,395.0
2.0,0.92,127.0,104517.0,4.0,15.0,86.01,22.36,1.02,631.0
1.0,1.26,15.0,63894.0,3.0,15.0,75.48,11.32,1.49,198.0
4.0,0.9,23.0,124215.0,1.0,19.0,6.71,38.52,0.58,955.0
1.0,1.37,47.0,48379.0,,13.0,103.88,37.98,1.81,544.0
1.0,1.49,,49709.0,3.0,9.0,112.77,28.12,1.43,582.0
5.0,,132.0,96981.0,4.0,16.0,2.07,22.35,1.68,1204.0
6.0,1.4,74.0,76754.0,1.0,19.0,115.53,32.31,2.43,899.0
7.0,1.58,31.0,81465.0,1.0,23.0,106.98,37.39,1.02,1147.0
5.0,1.6,75.0,121444.0,4.0,21.0,67.07,39.25,1.41,2054.0
1.0,1.42,122.0,130965.0,3.0,5.0,103.29,30.12,0.82,
5.0,0.77,133.0,123318.0,3.0,14.0,49.52,10.68,1.48,1778.0
5.0,,28.0,101395.0,4.0,24.0,83.15,18.37,2.01,827.0
3.0,1.07,124.0,119871.0,1.0,11.0,22.2,23.04,1.54,834.0
6.0,1.29,109.0,44466.0,4.0,9.0,127.24,37.78,1.55,990.0
4.0,1.5,18.0,35734.0,4.0,17.0,74.7,30.08,0.64,917.0
1.0,1.24,89.0,77233.0,4.0,6.0,21.56,33.6,1.17,783.0
2.0,1.35,56.0,37796.0,3.0,11.0,173.66,13.73,0.94,145.0
7.0,0.79,146.0,125468.0,4.0,17.0,36.59,11.69,1.87,1068.0
2.0,0.96,126.0,92015.0,1.0,14.0,196.85,17.61,1.88,281.0
1.0,1.33,140.0,128017.0,3.0,17.0,57.98,22.01,1.61,701.0
2.0,1.43,60.0,35804.0,2.0,19.0,6.95,31.08,1.67,992.0
5.0,1.33,121.0,133204.0,,10.0,121.59,18.24,1.96,669.0
3.0,1.13,90.0,32940.0,,24.0,125.48,36.07,1.03,742.0
6.0,1.15,,120625.0,3.0,9.0,99.94,37.31,2.27,949.0
7.0,0.74,125.0,66097.0,4.0,5.0,32.32,19.03,2.37,1055.0
4.0,,16.0,92267.0,3.0,11.0,163.16,25.19,2.09,402.0
5.0,1.24,140.0,129500.0,,24.0,69.7,12.78,1.12,853.0
4.0,1.12,30.0,83143.0,3.0,21.0,135.42,27.53,1.95,554.0
7.0,,110.0,138888.0,1.0,19.0,151.68,38.98,1.61,920.0
4.0,0.93,39.0,103053.0,2.0,17.0,52.27,13.89,1.96,578.0
,1.39,105.0,34605.0,2.0,6.0,164.06,11.04,2.4,81.0
1.0,0.97,103.0,112661.0,3.0,17.0,132.08,10.35,1.37,234.0
1.0,1.41,20.0,53686.0,2.0,20.0,72.35,34.84,0.77,563.0
2.0,1.5,45.0,102916.0,3.0,23.0,129.63,11.86,1.44,310.0
5.0,0.97,86.0,31618.0,2.0,9.0,131.22,37.77,1.84,720.0
1.0,1.15,43.0,37143.0,2.0,15.0,156.9,20.5,0.72,228.0
4.0,0.81,72.0,64462.0,2.0,14.0,199.43,30.43,2.14,348.0
2.0,1.01,33.0,62429.0,2.0,9.0,140.39,28.98,1.77,260.0
7.0,1.52,123.0,115233.0,4.0,14.0,22.91,11.33,1.73,1171.0
3.0,1.14,112.0,20228.0,2.0,18.0,152.51,24.7,2.19,556.0
5.0,1.59,24.0,85425.0,1.0,23.0,5.09,11.56,1.8,1702.0
3.0,1.15,,20153.0,4.0,15.0,143.44,15.01,2.26,503.0
5.0,0.89,100.0,24763.0,4.0,14.0,80.43,11.81,0.61,884.0
7.0,1.41,58.0,83261.0,2.0,23.0,140.78,11.01,2.09,631.0
1.0,1.18,147.0,135600.0,4.0,24.0,34.07,23.85,0.66,973.0
2.0,1.04,25.0,94499.0,1.0,8.0,15.32,23.31,2.43,556.0
5.0,1.57,89.0,116870.0,1.0,13.0,63.63,25.65,0.86,926.0
1.0,0.95,,107182.0,2.0,8.0,63.65,22.23,1.83,612.0
5.0,,21.0,117554.0,4.0,10.0,149.55,22.15,2.28,496.0
7.0,1.35,27.0,115027.0,2.0,24.0,148.58,18.13,1.65,711.0
3.0,0.96,49.0,141945.0,3.0,,5.28,39.79,,1017.0
2.0,1.28,30.0,133793.0,3.0,23.0,160.51,16.81,2.42,250.0
7.0,1.44,119.0,86151.0,,15.0,141.31,23.29,2.37,851.0
1.0,0.99,127.0,22841.0,3.0,17.0,186.79,,1.39,466.0
3.0,1.15,82.0,140209.0,2.0,7.0,21.62,33.79,,985.0
7.0,1.16,144.0,54178.0,2.0,10.0,90.41,12.09,1.15,911.0
7.0,1.35,52.0,110456.0,1.0,10.0,194.39,25.56,1.51,456.0
7.0,1.14,77.0,148206.0,4.0,10.0,199.33,16.51,1.11,688.0
5.0,0.91,74.0,130195.0,1.0,15.0,113.4,17.51,2.49,572.0
4.0,0.95,19.0,28802.0,3.0,22.0,40.94,24.38,1.98,722.0
1.0,0.7,19.0,125992.0,,21.0,25.21,26.4,1.45,556.0
2.0,1.51,139.0,32861.0,2.0,16.0,97.61,,2.29,594.0
,0.81,,47025.0,3.0,6.0,66.76,20.41,2.07,712.0
2.0,1.59,147.0,117624.0,3.0,6.0,178.09,18.49,2.47,293.0
3.0,1.26,57.0,53073.0,2.0,5.0,155.8,33.78,1.69,914.0
5.0,1.31,40.0,115345.0,3.0,12.0,185.67,20.9,1.91,276.0
4.0,1.47,38.0,106072.0,1.0,17.0,182.18,,0.78,346.0
2.0,1.44,9.0,128369.0,1.0,12.0,89.16,31.12,0.87,485.0
6.0,1.39,95.0,136605.0,2.0,8.0,112.07,38.85,1.06,1032.0
7.0,0.83,71.0,59886.0,1.0,12.0,191.17,33.42,2.11,668.0
1.0,1.57,78.0,31332.0,1.0,5.0,,23.2,0.64,204.0
3.0,1.27,68.0,99737.0,3.0,16.0,23.1,24.76,1.97,794.0
5.0,1.03,12.0,23225.0,2.0,12.0,57.64,33.08,2.07,778.0
4.0,1.48,90.0,34308.0,2.0,14.0,111.4,14.46,1.84,595.0
2.0,1.46,25.0,131299.0,2.0,14.0,73.18,24.11,2.27,453.0
3.0,1.45,126.0,91558.0,3.0,13.0,143.84,13.2,1.97,459.0
7.0,1.42,14.0,88367.0,3.0,11.0,12.31,28.52,0.88,1218.0
,1.12,47.0,,4.0,22.0,196.2,31.11,1.1,529.0
2.0,1.15,4.0,54775.0,1.0,5.0,111.84,29.74,1.27,317.0
2.0,0.99,56.0,25622.0,,17.0,174.25,22.75,0.95,220.0
1.0,1.2,64.0,81247.0,2.0,20.0,84.71,38.51,1.74,637.0
4.0,0.84,133.0,23729.0,3.0,11.0,123.02,22.13,0.7,657.0
4.0,1.52,46.0,91091.0,4.0,16.0,63.9,36.83,0.68,986.0
2.0,0.88,148.0,91289.0,2.0,24.0,21.16,26.64,1.0,880.0
3.0,1.14,39.0,101731.0,2.0,8.0,104.65,35.01,0.8,492.0
2.0,1.52,25.0,77196.0,4.0,16.0,6.85,16.25,0.58,748.0
5.0,1.17,109.0,143745.0,4.0,12.0,128.74,24.11,1.04,782.0
2.0,0.76,43.0,,3.0,6.0,150.56,28.26,0.85,293.0
5.0,1.2,93.0,23775.0,2.0,5.0,133.56,21.03,0.56,632.0
7.0,1.31,39.0,93779.0,4.0,18.0,,36.73,1.3,875.0
1.0,1.5,67.0,102733.0,1.0,13.0,176.49,15.08,0.95,172.0
3.0,1.59,53.0,20901.0,1.0,23.0,196.89,27.37,1.79,230.0
5.0,0.91,15.0,134159.0,3.0,12.0,123.1,37.18,1.5,
7.0,,130.0,82580.0,4.0,12.0,152.85,27.07,0.81,962.0
3.0,1.07,,108095.0,2.0,24.0,126.13,34.53,2.22,574.0
,0.71,112.0,106437.0,1.0,8.0,1.45,21.63,1.64,956.0
4.0,1.07,147.0,54650.0,4.0,17.0,126.21,22.69,1.03,880.0
